date,num1,num2,num3,num4,num5,num6,num7,temp,temp_diff,pressure,pressure_diff,humidity,humidity_diff,moon_age,moon_sin,moon_cos
2005/8/18,2,6,13,22,32,33,12,29.7,1,1006.2,0.4,65,3,13.41,0.28,-0.96
2005/8/25,15,16,19,22,36,43,13,26.3,1,1005.1,-5.3,83,18,20.41,-0.93,-0.36
2005/9/1,12,13,22,23,25,29,40,29.1,1.4,1011.6,1.6,59,-1,27.41,-0.44,0.9
2005/9/8,6,7,12,17,34,42,8,29.1,2.4,1006.8,7.3,60,-17,4.88,0.86,0.51
2005/9/15,15,17,18,28,30,37,40,23.1,-6,1012.2,11.9,60,-2,11.88,0.58,-0.82
2005/9/22,7,15,29,30,39,40,11,22.7,-1.7,1012.4,0.8,75,12,18.88,-0.77,-0.64
2005/9/29,3,15,16,17,25,31,40,20.9,0.3,1017.8,2.3,54,2,25.88,-0.7,0.71
2005/10/6,1,12,15,23,34,42,27,20.9,2.2,1015.9,2.3,73,-9,3.35,0.65,0.76
2005/10/13,11,15,21,31,37,41,30,21.5,2.3,1017,-0.3,58,-1,10.35,0.81,-0.59
2005/10/20,6,17,18,21,35,41,32,20,1.7,1016.5,-0.8,59,-4,17.35,-0.52,-0.85
2005/10/27,5,7,11,19,21,25,27,16.7,1.3,1019.2,-2.4,68,-13,24.35,-0.89,0.45
2005/11/3,1,5,13,22,39,41,4,17.9,1,1016.3,-3.7,51,5,1.82,0.38,0.93
2005/11/10,2,5,6,8,20,27,43,16.4,-0.5,1014.1,5,57,9,8.82,0.95,-0.3
2005/11/17,2,3,16,22,23,28,40,12.2,-0.5,1016.1,3.8,33,-11,15.82,-0.22,-0.97
2005/11/24,11,15,18,24,30,39,7,14.1,0.4,1008.6,-6.7,50,-10,22.82,-0.99,0.14
2005/12/1,3,5,8,22,35,38,41,10.8,-1.1,1014.1,4.9,43,13,0.29,0.06,1
2005/12/8,3,6,8,14,24,36,15,9.1,-0.5,1012.3,-1.6,48,10,7.29,1,0.02
2005/12/15,1,10,13,15,21,23,36,8,-0.1,1011.1,5.2,42,4,14.29,0.1,-0.99
2005/12/22,17,19,21,29,33,38,30,5.5,-2.4,993.1,-3.7,23,-18,21.29,-0.98,-0.18
2005/12/29,9,10,19,25,40,41,8,6,1,1021,2.3,27,-1,28.29,-0.26,0.97
2006/1/5,7,12,13,20,23,26,41,4,-1.6,1010.5,2.7,26,-4,5.76,0.94,0.34
2006/1/12,4,18,20,21,29,40,37,7.6,-1.2,1024.7,5.3,28,3,12.76,0.41,-0.91
2006/1/19,4,5,14,27,31,39,6,3.4,-3.2,1015.3,0,26,-1,19.76,-0.87,-0.49
2006/1/26,4,13,15,31,33,40,8,6.8,-1,1010.2,-4,27,-2,26.76,-0.56,0.83
2006/2/2,6,11,27,30,33,36,34,9.2,3.4,1015.5,15.4,35,-52,4.23,0.78,0.62
2006/2/9,7,9,18,20,30,38,23,5,-3.5,1017.6,12.5,24,-18,11.23,0.68,-0.73
2006/2/16,9,13,14,17,22,38,33,6.7,-9.8,1007.3,-1.3,81,20,18.23,-0.67,-0.74
2006/2/23,7,11,12,23,30,43,27,11.5,-1.6,1017.9,5.1,56,-2,25.23,-0.79,0.61
2006/3/2,6,12,26,37,38,39,25,7.8,-0.1,1001.5,4.1,61,-24,2.7,0.54,0.84
2006/3/9,3,9,10,11,19,35,30,8.9,-7.5,1022.6,9.8,52,27,9.7,0.88,-0.47
2006/3/16,1,9,17,31,41,43,23,14.2,2.4,999.5,-10.2,80,40,16.7,-0.4,-0.92
2006/3/23,6,9,16,22,27,37,36,12.5,-0.3,997,-13.8,67,13,23.7,-0.95,0.32
2006/3/30,20,26,30,33,35,38,4,8.4,-0.9,996.2,-1.5,30,11,1.17,0.25,0.97
2006/4/6,1,3,9,14,16,29,37,12.9,3.3,1010,13.5,23,-57,8.17,0.99,-0.17
2006/4/13,10,11,14,28,31,41,3,19.6,2,1002.6,0,66,-10,15.17,-0.09,-1
2006/4/20,1,5,18,34,35,39,7,18.4,-0.4,989.3,-21.8,35,-22,22.17,-1,0
2006/4/27,3,4,11,25,28,33,35,13.2,-2.9,1002.5,-6.4,70,19,29.17,-0.08,1
2006/5/4,7,9,12,17,34,38,3,18.5,3.6,1016.6,2,54,5,6.64,0.99,0.16
2006/5/11,11,13,15,17,22,43,8,23.6,1.8,1008.8,-2.8,66,-6,13.64,0.24,-0.97
2006/5/18,10,15,20,28,41,43,19,19.5,-0.2,1012.6,-3.7,67,-3,20.64,-0.95,-0.32
2006/5/25,7,14,27,31,34,39,40,19.5,1.1,1016.2,12.8,55,-25,27.64,-0.39,0.92
2006/6/1,6,8,15,17,36,43,38,23.3,-0.7,1008.8,2.2,53,3,5.11,0.88,0.47
2006/6/8,2,5,13,14,17,20,21,21,-0.7,1004.9,0,61,9,12.11,0.54,-0.84
2006/6/15,9,12,18,20,37,43,5,21.5,-2.9,1007.4,-1.9,85,26,19.11,-0.8,-0.6
2006/6/22,4,19,27,30,31,37,10,24.7,0.4,1002.9,-2.2,70,-1,26.11,-0.67,0.75
2006/6/29,6,8,9,20,38,40,2,28.6,0.7,1006,4.9,59,-6,3.57,0.69,0.72
2006/7/6,12,25,29,31,35,40,26,27.2,3.3,995.1,2.1,70,-18,10.57,0.78,-0.63
2006/7/13,2,4,5,17,35,41,18,30.2,1.4,1003.5,-1.1,65,-4,17.57,-0.56,-0.83
2006/7/20,4,7,29,33,36,39,9,24,2.2,1002,1,64,-18,24.57,-0.87,0.49
2006/7/27,4,5,6,9,10,11,33,28.1,-1.6,1006.8,-2.9,69,8,2.04,0.42,0.91
2006/8/3,2,4,13,23,38,40,24,29.4,1.7,1011.1,-1,55,-6,9.04,0.94,-0.35
2006/8/10,4,24,31,35,37,39,13,30.2,3.3,1003,0.1,56,-18,16.04,-0.27,-0.96
2006/8/17,3,7,8,15,17,31,27,28.7,-0.8,998.9,-0.4,79,4,23.04,-0.98,0.19
2006/8/24,1,2,5,23,31,34,43,29.7,0.5,1005.7,1.5,66,2,0.51,0.11,0.99
2006/8/31,1,20,25,28,31,42,2,28.1,1.7,998.8,-1.3,50,-12,7.51,1,-0.03
2006/9/7,1,7,11,32,33,40,27,28.7,7.2,1007.2,2.8,69,-16,14.51,0.05,-1
2006/9/14,3,13,18,20,23,28,35,21.1,2,1012,-2.1,70,-18,21.51,-0.99,-0.13
2006/9/21,1,4,26,36,41,42,9,25,-1.3,1010.4,1.7,57,4,28.51,-0.21,0.98
2006/9/28,3,4,5,18,28,37,26,25.2,4.1,1008.9,7.1,55,-27,5.98,0.96,0.29
2006/10/5,1,16,22,36,37,42,34,18.8,-4,1005.5,-4.4,87,23,12.98,0.37,-0.93
2006/10/12,2,17,22,29,38,42,16,24.1,2,1013.1,-1.6,58,-1,19.98,-0.9,-0.44
2006/10/19,1,19,21,31,32,40,33,22.2,2.3,1017.5,-1.4,59,-6,26.98,-0.52,0.86
2006/10/26,3,8,14,30,38,43,6,20.7,1.9,1016,1.8,60,3,4.45,0.81,0.58
2006/11/2,1,2,17,24,40,41,31,17.2,-2.9,1010.5,-1.2,59,10,11.45,0.65,-0.76
2006/11/9,3,4,20,30,40,41,31,20,2.3,1017.7,-1.2,51,-2,18.45,-0.71,-0.71
2006/11/16,7,8,15,30,35,36,40,15.4,0.5,1011.6,3.4,43,-16,25.45,-0.76,0.65
2006/11/23,2,7,13,16,36,37,41,12.5,-3.7,1016.1,2,51,-13,2.92,0.58,0.81
2006/11/30,15,20,23,28,37,40,17,11.6,-3.7,1010.1,0,72,13,9.92,0.86,-0.51
2006/12/7,1,5,25,27,38,41,9,10,-1,1015.7,-11.9,60,15,16.92,-0.44,-0.9
2006/12/14,21,29,31,36,38,41,10,12.6,0.9,1013.2,0,65,-9,23.92,-0.93,0.37
2006/12/21,18,19,22,25,35,42,36,10.9,-0.1,1018.1,-7.5,64,15,1.39,0.29,0.96
2006/12/28,9,11,21,23,33,39,26,12,-3.7,994.7,1.1,41,9,8.39,0.98,-0.21
2007/1/4,5,13,27,37,39,41,36,8.8,0.5,1019.6,1.1,36,-20,15.39,-0.13,-0.99
2007/1/11,6,7,18,29,33,39,43,8.9,-1.4,1019.8,3.3,29,0,22.39,-1,0.05
2007/1/18,1,7,9,14,23,43,19,10,2.9,1010.6,-3.2,62,-9,29.39,-0.03,1
2007/1/25,6,12,14,28,31,36,35,8.9,-1,1014.2,3.2,28,-2,6.86,0.99,0.11
2007/2/1,3,7,10,12,19,36,35,7.8,-4.8,1002.4,-6.3,35,-9,13.86,0.19,-0.98
2007/2/8,6,8,15,17,39,40,37,11.8,1.2,1014,-5.4,56,38,20.86,-0.96,-0.27
2007/2/15,5,12,16,19,28,39,34,9,-2.8,999.7,5.8,22,-59,27.86,-0.35,0.94
2007/2/22,2,8,17,24,32,38,35,14.2,0.8,1015.8,1.9,41,6,5.33,0.91,0.42
2007/3/1,7,8,16,24,26,34,19,11.4,1.5,1019.8,5,29,6,12.33,0.5,-0.87
2007/3/8,1,5,7,15,41,42,38,10.1,0.1,1010.6,7.5,25,-14,19.33,-0.83,-0.56
2007/3/15,11,14,17,18,34,36,23,11.4,1.9,1014,2.4,15,-4,26.33,-0.63,0.78
2007/3/22,4,5,10,23,36,42,8,15.5,3.9,1011.9,-5.9,34,-11,3.8,0.72,0.69
2007/3/29,3,6,13,17,20,29,11,21.4,4.2,1003.3,-3.4,36,-9,10.8,0.75,-0.66
2007/4/5,5,15,16,20,34,39,29,12.5,7,1019.4,9.7,29,-47,17.8,-0.6,-0.8
2007/4/12,8,10,25,31,39,40,35,15.8,5.3,1015,-0.2,45,-28,24.8,-0.85,0.53
2007/4/19,3,5,9,26,34,36,12,11,2.5,1013.4,0.3,49,-28,2.27,0.46,0.89
2007/4/26,4,10,13,31,35,42,7,18.5,3.8,1007.3,7,35,-46,9.27,0.92,-0.39
2007/5/3,4,14,23,25,28,35,41,20.4,-2.3,1004.7,7.1,44,3,16.27,-0.31,-0.95
2007/5/10,8,15,26,27,34,38,10,20.5,-3.5,990.8,-14.7,41,-21,23.27,-0.97,0.24
2007/5/17,13,28,29,37,38,41,35,19.8,-0.1,989.6,-18.2,68,16,0.74,0.16,0.99
2007/5/24,8,11,16,20,28,36,42,22.7,-0.7,1006,0.5,63,19,7.74,1,-0.08
2007/5/31,10,21,22,25,35,37,18,19.5,1.4,1002.3,1,64,-22,14.74,0.01,-1
2007/6/7,4,9,11,12,32,38,16,23.3,0.6,1005.9,1.8,64,-3,21.74,-1,-0.09
2007/6/14,8,20,23,27,32,33,13,20.4,-4.4,1003.6,-4.1,67,4,28.74,-0.17,0.99
2007/6/21,4,5,6,27,36,38,13,26.6,0.9,1002.9,-5.2,64,-2,6.21,0.97,0.25
2007/6/28,8,13,15,19,20,30,25,27.8,-0.2,1004.5,0.8,65,8,13.21,0.33,-0.95
2007/7/5,13,18,25,26,29,40,6,26.2,4.4,997.2,0.7,70,-16,20.21,-0.92,-0.4
2007/7/12,3,13,16,24,26,43,15,25,-0.5,1005,4.8,83,8,27.21,-0.47,0.88
2007/7/19,6,8,24,25,34,38,10,24.1,2.1,1003.2,0.8,66,-5,4.68,0.84,0.54
2007/7/26,1,9,15,16,22,26,29,28.1,0.1,1001.7,-3.5,76,18,11.68,0.61,-0.79
2007/8/2,4,6,22,31,34,41,43,29.4,-0.2,1009.6,1.7,73,10,18.68,-0.74,-0.67
2007/8/9,1,11,24,26,36,37,39,31.8,1,1008.3,-2,56,2,25.68,-0.73,0.68
2007/8/16,1,5,8,12,17,29,28,32.8,-0.6,1004.3,-1.9,55,0,3.15,0.62,0.78
2007/8/23,2,10,11,12,19,38,6,28.4,-3.8,1009.1,9.9,51,-3,10.15,0.83,-0.55
2007/8/30,12,31,32,34,39,42,30,24.6,-0.7,1005.7,0.6,69,1,17.15,-0.49,-0.87
2007/9/6,3,5,19,20,23,27,40,27.5,-0.7,993.3,-9.8,80,0,24.15,-0.91,0.41
2007/9/13,2,3,6,14,26,42,25,26.1,4.2,1011.8,2.6,54,-16,1.62,0.34,0.94
2007/9/20,1,21,28,30,37,43,31,28.5,1.7,1014.8,-0.5,55,-12,8.62,0.97,-0.26
2007/9/27,7,10,15,20,37,40,28,25.5,2.3,1010.8,-2.8,72,19,15.62,-0.18,-0.98
2007/10/4,3,6,7,22,27,31,4,24.2,2.2,1011.6,-4.4,54,-15,22.62,-1,0.1
2007/10/11,7,11,12,19,33,42,36,22.6,1.8,1008.7,-2.8,57,9,0.09,0.02,1
2007/10/18,6,19,20,28,36,37,11,18.5,-0.3,1017.4,3.4,65,2,7.09,1,0.06
2007/10/25,12,13,15,18,30,41,21,20.3,2.3,1022.3,-2.6,59,2,14.09,0.14,-0.99
2007/11/1,10,13,17,38,41,43,28,18.5,0,1006.4,-13.1,79,18,21.09,-0.97,-0.22
2007/11/8,7,10,18,21,33,35,13,18.6,1.3,1015.1,1.1,63,17,28.09,-0.3,0.95
2007/11/15,3,9,12,16,18,37,14,18.2,-0.2,1011,-3.1,41,-18,5.55,0.93,0.38
2007/11/22,2,11,13,15,16,32,43,8.8,-4.2,1015.5,4.2,36,-10,12.55,0.45,-0.89
2007/11/29,14,15,23,24,32,34,31,9.3,-2.6,1014.4,-0.6,41,3,19.55,-0.85,-0.52
2007/12/6,7,19,28,33,35,39,21,12.2,1.2,1014.3,-0.7,47,10,26.55,-0.59,0.81
2007/12/13,7,14,15,19,35,43,30,10,-2.4,995.4,-13.1,71,11,4.02,0.76,0.66
2007/12/20,4,24,25,26,27,34,28,9.9,1.3,1016.8,2.2,43,5,11.02,0.71,-0.7
2007/12/27,7,9,14,17,36,37,11,9.1,1.1,1021.9,-4,49,2,18.02,-0.64,-0.77
2008/1/10,20,21,25,27,34,38,16,11.5,-0.4,1017.2,7.4,53,-13,2.49,0.51,0.86
2008/1/17,2,3,8,20,21,24,13,4.1,-3.4,1021,6,26,-29,9.49,0.9,-0.43
2008/1/24,11,13,19,26,36,43,31,4,0.4,1003.9,-4.2,25,-58,16.49,-0.36,-0.93
2008/1/31,8,13,15,21,33,34,5,6,-4.8,1012,7.3,20,-22,23.49,-0.96,0.28
2008/2/7,17,22,25,26,27,43,16,7.1,5.2,1008.9,0.3,25,-56,0.96,0.2,0.98
2008/2/14,4,13,15,22,39,41,30,7.1,4.1,1007.6,1,24,4,7.96,0.99,-0.12
2008/2/21,2,6,15,28,29,43,14,10.8,1,1018.5,8.9,31,-19,14.96,-0.04,-1
2008/2/28,7,12,17,18,24,28,43,8.1,1.2,1008.1,6.8,24,0,21.96,-1,-0.04
2008/3/6,17,19,20,22,33,41,35,9.6,1.9,1014.9,2.5,22,2,28.96,-0.12,0.99
2008/3/13,6,31,34,35,37,40,7,12.7,4.1,1021.9,-2.8,55,7,6.43,0.98,0.2
2008/3/20,2,9,11,15,23,25,27,8.6,-4.8,1007.9,-4,82,9,13.43,0.28,-0.96
2008/3/27,12,16,19,27,30,32,38,14.3,-3.7,1006.7,6,36,-6,20.43,-0.93,-0.36
2008/4/3,5,12,14,18,20,31,2,16.3,1.8,1002.8,-3.7,46,-7,27.43,-0.43,0.9
2008/4/10,6,12,22,25,31,35,28,9.8,-4.3,1001.4,-8.9,87,34,4.9,0.86,0.5
2008/4/17,5,16,17,22,39,43,21,15.3,-4.1,1014.7,-0.8,73,13,11.9,0.57,-0.82
2008/4/24,8,20,23,24,29,38,43,17.4,-2,1003.9,-6.4,77,11,18.9,-0.77,-0.64
2008/5/1,10,15,18,30,31,37,11,20.8,-1.8,1011.7,-0.4,62,11,25.9,-0.7,0.72
2008/5/8,7,18,27,37,38,43,35,18.8,-4.6,1004.6,3.4,35,-10,3.37,0.66,0.75
2008/5/15,14,27,28,31,37,40,18,18.9,4.4,1011,2.3,62,-15,10.37,0.8,-0.59
2008/5/22,15,21,26,28,42,43,39,22.7,1.2,1008.7,0,63,7,17.37,-0.53,-0.85
2008/5/29,9,12,21,26,33,40,5,15.7,-7.2,1005,-2.5,87,38,24.37,-0.89,0.46
2008/6/5,15,16,23,30,39,43,11,19.5,-1.5,1005.6,-6,85,31,1.84,0.38,0.92
2008/6/12,2,31,36,37,39,43,13,19.4,-4.9,1001.3,1.4,66,-6,8.84,0.95,-0.31
2008/6/19,1,14,17,28,31,37,21,24.2,0.2,1006.1,-5.6,64,0,15.84,-0.23,-0.97
2008/6/26,4,9,19,22,23,33,38,17.1,-4.9,1004.5,2.4,75,5,22.84,-0.99,0.15
2008/7/3,14,15,27,34,35,42,37,25.1,0.2,1005.8,-1.4,73,9,0.31,0.07,1
2008/7/10,3,18,23,24,29,33,28,26.6,2.1,1003.7,-3.5,61,-7,7.31,1,0.02
2008/7/17,8,10,13,20,24,33,23,29,0.1,1001.9,0.2,74,6,14.31,0.1,-1
2008/7/24,3,10,14,18,26,43,33,29.8,0,1000.9,-2.1,71,6,21.31,-0.98,-0.18
2008/7/31,6,13,19,20,30,31,8,27.8,0.7,1009.2,1.9,65,2,28.31,-0.26,0.97
2008/8/7,1,2,4,16,36,37,40,31.2,-0.3,1004.3,-1,60,-1,5.78,0.94,0.33
2008/8/14,11,18,19,30,37,39,38,31.5,2.4,998.5,-5,61,-14,12.78,0.41,-0.91
2008/8/21,12,20,23,28,31,32,39,25.1,-3.9,999,4.2,66,-1,19.78,-0.88,-0.48
2008/8/28,6,13,17,27,28,36,33,26.3,-0.7,1005.3,-2.3,88,17,26.78,-0.55,0.83
2008/9/4,2,12,16,20,42,43,28,27.4,-1.9,1007.1,6.9,73,11,4.25,0.79,0.62
2008/9/11,2,4,6,24,35,39,34,24.3,-1,1004.9,-8.1,76,22,11.25,0.68,-0.73
2008/9/18,2,6,7,9,16,19,33,24.4,-2.4,1010.8,0.1,66,4,18.25,-0.68,-0.74
2008/9/25,2,14,15,26,35,37,25,26.9,2.8,1000.5,-8.3,59,-3,25.25,-0.79,0.61
2008/10/2,1,2,4,5,9,25,15,20.1,-0.5,1012.4,7.7,47,-27,2.72,0.55,0.84
2008/10/9,9,28,33,34,37,43,41,22.8,3.2,1018.4,0.5,65,-17,9.72,0.88,-0.48
2008/10/16,12,15,22,24,29,37,6,21.2,-0.7,1021,5.2,43,-16,16.72,-0.4,-0.91
2008/10/23,3,20,23,30,31,37,6,19.8,-2.2,1019.8,0.6,85,27,23.72,-0.94,0.33
2008/10/30,3,12,16,25,32,36,34,16.5,-3.1,1015.6,10.2,49,9,1.19,0.25,0.97
2008/11/6,5,8,16,25,26,30,1,21.1,4.1,1012.1,-5.4,55,-2,8.19,0.99,-0.17
2008/11/13,14,19,21,28,29,31,24,15.7,3.1,1019.6,1.1,54,-18,15.19,-0.09,-1
2008/11/20,2,6,8,10,25,34,31,11.5,-0.3,1014.8,8,37,13,22.19,-1,0.01
2008/11/27,5,6,7,8,28,38,36,8.9,-3.2,1012.8,-8.4,78,20,29.19,-0.07,1
2008/12/4,1,2,3,30,35,36,21,14.9,0.1,1018.4,2.2,53,10,6.66,0.99,0.15
2008/12/11,3,13,17,25,40,41,4,16.3,1.1,1006.1,-7,44,-10,13.66,0.23,-0.97
2008/12/18,2,3,12,20,34,43,4,13.8,4.7,1005.9,-9.5,52,-33,20.66,-0.95,-0.31
2008/12/25,6,8,9,29,32,37,4,12.9,4.7,996.2,-19.9,50,-5,27.66,-0.39,0.92
2009/1/8,5,12,13,33,39,42,20,8.2,0.5,1021.4,1.1,49,7,12.13,0.53,-0.85
2009/1/15,8,16,18,35,42,43,13,4.3,-4.7,1016.8,6.5,24,-16,19.13,-0.8,-0.6
2009/1/22,17,25,29,33,37,42,7,6.8,-1.4,1014.6,-2.4,85,30,26.13,-0.66,0.75
2009/1/29,1,8,18,26,34,42,21,10.6,3,1021.2,-5.7,69,3,3.6,0.69,0.72
2009/2/5,1,5,19,20,35,41,33,8.8,0.5,1009.4,-6.8,60,6,10.6,0.78,-0.63
2009/2/12,8,20,23,24,42,43,16,12.6,4.8,1013.5,10.8,51,-14,17.6,-0.57,-0.82
2009/2/19,3,9,11,24,26,34,25,8.3,0.1,1019.2,6.8,30,-4,24.6,-0.87,0.5
2009/2/26,3,12,19,33,35,36,37,5.6,-4.1,1017.1,14.6,70,-2,2.07,0.43,0.91
2009/3/5,2,11,12,28,35,37,27,10.1,2.1,1019.7,9.1,50,-32,9.07,0.94,-0.35
2009/3/12,4,12,21,22,27,38,31,10.5,0.9,1023.8,11,26,1,16.07,-0.27,-0.96
2009/3/19,2,5,11,21,23,43,15,19.5,1.7,1006.8,-5,58,17,23.07,-0.98,0.19
2009/3/26,3,9,16,17,20,31,42,10.6,2.5,1008.6,6.4,23,-57,0.53,0.11,0.99
2009/4/2,11,14,20,28,32,41,27,11.8,0.5,1011.3,8.9,26,-48,7.53,1,-0.03
2009/4/9,9,23,29,30,31,39,18,20.8,2.4,1017.6,4.4,30,-14,14.53,0.05,-1
2009/4/16,10,18,33,34,39,41,21,17.9,-3.4,1004.5,7.2,60,26,21.53,-0.99,-0.13
2009/4/23,2,23,26,35,41,42,38,18.1,-1.3,1009.5,11.9,27,-28,28.53,-0.21,0.98
2009/4/30,6,10,21,22,23,35,5,20.5,2.2,1017.9,1.6,31,0,6,0.96,0.29
2009/5/7,5,13,16,18,24,32,30,18.3,1.8,1001.9,-6,73,-14,13,0.37,-0.93
2009/5/14,10,20,23,26,37,40,9,19.7,-4.5,1002.1,3.8,20,-8,20,-0.9,-0.44
2009/5/21,3,8,17,26,27,36,13,23.9,-1.6,1010.3,1.4,47,-4,27,-0.51,0.86
2009/5/28,15,23,29,36,42,43,34,18.2,-3.7,1008.2,-3.8,80,25,4.47,0.81,0.58
2009/6/4,9,23,32,35,39,42,37,22.7,0.5,1000.9,-1.7,55,-11,11.47,0.64,-0.76
2009/6/11,19,20,21,23,27,32,24,24.5,0.7,991.4,-9.7,65,0,18.47,-0.71,-0.7
2009/6/18,15,20,21,32,40,42,27,23.3,0.1,1009.9,-0.9,71,8,25.47,-0.76,0.65
2009/6/25,6,14,16,19,26,39,21,26.1,-0.4,1003.9,5.9,72,5,2.94,0.59,0.81
2009/7/2,1,5,25,27,29,40,19,21,-4,998.1,1.4,85,6,9.94,0.86,-0.52
2009/7/9,7,17,19,27,35,40,41,28.8,1.8,999.1,-3.7,65,-7,16.94,-0.45,-0.89
2009/7/16,2,16,18,27,42,43,12,30.1,-0.4,1003.3,3.7,56,-2,23.94,-0.93,0.37
2009/7/23,11,20,26,28,30,43,24,25.7,-0.6,1002.6,6.4,78,-1,1.41,0.3,0.96
2009/7/30,3,7,15,25,30,39,22,31.3,2.8,1001.2,0,64,-10,8.41,0.98,-0.22
2009/8/6,10,12,27,32,34,43,42,28.4,-0.8,1007,2.1,75,6,15.41,-0.14,-0.99
2009/8/13,1,18,27,30,36,40,5,31,2.9,994.1,-7.1,71,5,22.41,-1,0.06
2009/8/20,11,13,27,31,37,43,30,28,-0.5,1004.6,-4.5,61,1,29.41,-0.03,1
2009/8/27,18,22,23,32,35,40,7,27.3,1.2,1006.9,-2.4,55,11,6.88,0.99,0.11
2009/9/3,8,10,13,30,32,42,12,22.8,0,1013.5,-2.2,64,-4,13.88,0.19,-0.98
2009/9/10,2,4,6,16,31,33,5,25.2,2.3,1003.3,3.4,48,-23,20.88,-0.96,-0.27
2009/9/17,10,13,16,25,30,42,28,23,-2.2,1010.9,5.7,46,-8,27.88,-0.34,0.94
2009/9/24,10,21,22,25,27,37,36,24,-0.8,1013.1,-2.4,63,11,5.35,0.91,0.42
2009/10/1,6,24,27,30,32,38,13,22.2,2.5,1015.7,-1.4,60,-14,12.35,0.49,-0.87
2009/10/8,1,4,19,28,34,40,14,22.9,5.1,991.8,-17.5,37,-49,19.35,-0.83,-0.56
2009/10/15,18,19,20,24,32,43,41,19.2,0.1,1012.4,4.9,58,-9,26.35,-0.63,0.78
2009/10/22,9,17,26,30,34,40,33,19.6,-0.1,1014,2,62,0,3.82,0.73,0.69
2009/10/29,10,12,20,35,40,43,28,19.4,-0.1,1018.7,-2.3,69,18,10.82,0.74,-0.67
2009/11/5,1,11,17,23,38,43,18,15.1,-1.8,1017.2,-6.1,52,-3,17.82,-0.61,-0.8
2009/11/12,2,13,14,22,23,32,34,11.9,-5.1,1024.6,17.9,57,-29,24.82,-0.84,0.54
2009/11/19,10,17,28,30,36,42,5,7.5,-4.8,1019.4,1,79,48,2.29,0.47,0.88
2009/11/26,6,16,17,22,34,37,26,14.9,0.7,1019.9,9.5,63,-13,9.29,0.92,-0.39
2009/12/3,12,15,19,25,28,41,18,10.8,-4.4,1001.6,-16.2,87,35,16.29,-0.32,-0.95
2009/12/10,5,9,10,27,33,42,2,10.7,-0.6,1021.1,4.6,61,14,23.29,-0.97,0.24
2009/12/17,7,17,22,30,36,40,2,9.6,1.9,1004.7,-2.2,51,-13,0.76,0.16,0.99
2009/12/24,12,14,16,18,38,41,17,11.4,2.1,1012.9,2,41,-18,7.76,1,-0.08
2010/1/7,11,14,23,30,31,38,42,9.7,2.1,1002.6,1.6,31,6,21.76,-1,-0.08
2010/1/14,5,7,14,17,20,27,3,5.7,0.1,1014.4,11.7,24,6,28.76,-0.16,0.99
2010/1/21,2,5,17,18,35,38,34,10.9,-5.3,1001.9,-9.2,31,-21,6.23,0.97,0.24
2010/1/28,2,9,11,24,25,34,20,14.3,3.2,1000.9,-14.5,61,24,13.23,0.32,-0.95
2010/2/4,4,30,31,36,37,38,19,5.7,0.3,1011.2,2,45,-6,20.23,-0.92,-0.4
2010/2/11,2,8,15,24,33,35,30,3.7,-2.9,1010.7,-0.8,82,0,27.23,-0.47,0.88
2010/2/18,13,19,25,29,32,35,42,5.4,0.9,1008.6,-10.6,64,16,4.7,0.84,0.54
2010/2/25,14,26,30,33,34,39,19,17.1,2,1014.8,-2.7,49,-12,11.7,0.61,-0.79
2010/3/4,16,25,27,29,34,41,6,8,-3,1020.3,3.8,64,8,18.7,-0.74,-0.67
2010/3/11,2,6,8,19,22,34,30,11,5.1,1017.4,22.1,35,-38,25.7,-0.73,0.69
2010/3/18,5,15,29,34,39,42,6,11.3,0.3,1007.4,-6.4,63,19,3.17,0.62,0.78
2010/3/25,6,8,12,30,33,43,36,6.7,2.2,998.2,-18.9,83,4,10.17,0.83,-0.56
2010/4/1,5,9,13,28,34,40,10,18,5.2,1007.2,-10.1,64,17,17.17,-0.49,-0.87
2010/4/8,7,9,20,27,31,34,33,9.8,1.2,1021,10.3,45,-29,24.17,-0.91,0.42
2010/4/15,1,8,12,20,23,37,10,7,-8,1018.4,8,71,35,1.64,0.34,0.94
2010/4/22,8,26,30,36,41,42,20,7.6,-14.2,1005.3,-2.6,84,33,8.64,0.96,-0.26
2010/4/29,8,16,19,23,26,31,6,19.7,4.7,1002.5,-5.6,23,-62,15.64,-0.18,-0.98
2010/5/6,4,6,20,21,29,33,31,23.7,1.3,1006.3,-2.6,51,-14,22.64,-0.99,0.1
2010/5/13,2,6,11,29,32,41,3,17.9,-0.2,1005.3,5.1,25,-7,0.11,0.02,1
2010/5/20,6,12,14,17,36,40,34,21.4,2.2,1004.1,-5,84,2,7.11,1,0.06
2010/5/27,1,25,36,41,42,43,39,20.5,5.7,1001.4,4.7,65,-12,14.11,0.14,-0.99
2010/6/3,3,9,15,16,22,35,12,23.1,2.1,1013.3,-0.8,45,-5,21.11,-0.98,-0.22
2010/6/10,6,20,28,31,34,38,10,23.8,2.3,1009,-0.4,61,1,28.11,-0.3,0.95
2010/6/17,3,17,21,23,36,38,7,27,-1.2,1002.7,5,61,-5,5.58,0.93,0.38
2010/6/24,9,12,27,28,29,41,7,27.4,2.4,1004.5,5.3,49,-23,12.58,0.45,-0.89
2010/7/1,1,18,25,27,28,39,11,28.3,0.9,1001.1,0.3,71,8,19.58,-0.85,-0.52
